Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
IL22RA1	-1.50269357178113	10.4507614543478	6.0137801107194	4.91739131992838e-07	9.46541237914104e-06	6.11945179548878
IL1RN	-1.05655514977991	12.8915000090536	5.75104017691951	5.97390306638735e-07	9.46541237914104e-06	5.77669365021633
IL1F6	-2.08975862110429	13.6439079828991	5.6992689853947	8.11321061069232e-07	9.46541237914104e-06	5.50172755149297
TNF	-1.00864548864988	11.0647562282008	5.00592412455471	8.98487605326476e-06	7.86176654660666e-05	3.17190763319904
EOMES	-1.81718985451172	7.97186803100567	5.04406558578159	5.34169770018331e-05	0.000373918839012831	1.95334106291111
CCL20	-2.21524814101866	3.68148322585302	4.17798051455891	0.000311580878984034	0.00155790439492017	0.121802391831832
CXCL1	-1.49396254686249	-2.94345056309288	3.77016154929995	0.000807302642339098	0.00353194906023355	-0.810951633015495
CTLA4	-1.31404771511384	10.4372998749223	3.64378526976731	0.0010790063311959	0.0041961357324285	-1.13749605270704
CXCL10	-1.29674906032701	8.9367488522698	2.84378310584995	0.00855485280159528	0.0249516540046529	-3.04079830418611
IFNG	-1.29674906032701	8.9367488522698	2.84378310584995	0.00855485280159528	0.0249516540046529	-3.04079830418611
