Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
IL1F6	-6.09035341114163	15.9389650265352	25.9607743696111	6.01106735886627e-30	2.52464829072383e-28	58.1467496704075
PI3	-9.17018853341517	9.39642238448332	21.9779864809292	1.07943673260335e-24	2.26681713846704e-23	46.1807050743021
IL17A	-16.0827109822779	-2.94405242232414	18.2139583855425	1.73783484472529e-18	2.43296878261541e-17	32.1484752347522
S100A9	-8.2033311724602	14.6806587492038	14.0869795706857	3.97011530826436e-18	4.16862107367758e-17	30.8975031538239
IL17F	-7.99373623597603	2.17436632771536	23.2125529565123	5.15035525631103e-17	4.32629841530127e-16	29.0110462762723
IL22	-11.3568616433501	0.808015988706929	21.8267672082097	1.79895462160983e-15	1.25926823512688e-14	25.5239459383273
IL1RN	-2.00018351251275	13.401882101468	10.2240476094671	1.19024332405958e-13	7.14145994435748e-13	20.4092312134823
S100A8	-6.47788228447498	14.4494242252335	9.64400198776496	1.97086823474306e-12	1.03470582324011e-11	17.6863262454504
FOXP3	-2.21309049075502	12.397907207231	9.50866472491931	4.81946533520365e-12	2.02417544078553e-11	16.8625369202932
CXCL1	-5.48318324765104	0.018010533275777	9.71693131470648	7.32708257437508e-12	2.79761334657958e-11	16.627471497376
CCL20	-4.55409988727444	5.38148309362191	9.6447499220562	2.10134417467577e-11	7.3547046113652e-11	15.6016124771213
CXCL10	-3.40434271123529	10.469690009799	9.16710540574985	2.76087027512265e-11	8.28261082536794e-11	15.2035388556905
IFNG	-3.40434271123529	10.469690009799	9.16710540574985	2.76087027512265e-11	8.28261082536794e-11	15.2035388556905
IL22RA1	-2.24135724916359	10.8831166934979	8.82195624950255	6.16202472198262e-11	1.72536692215513e-10	14.355199569331
CTLA4	-3.16378729066295	11.6510966773387	9.04262385350046	8.29221545723337e-11	2.17670655752376e-10	14.1714282632116
TNF	-1.36600674528823	11.2780853634521	7.80755433273084	4.24741566718016e-10	1.04936151777392e-09	12.1888151560266
LCN2	-4.42757414799584	1.7852534728134	8.28938070839563	2.89969254967266e-09	6.76594928256954e-09	10.7555032666322
CCL2	-1.51043208644906	11.4886607385134	6.31911051768179	6.91512760524506e-08	1.52860715484364e-07	7.06336660752504
IL10	-1.95497981593426	6.80230537876078	5.92480323107877	7.15085247028232e-07	1.50167901875929e-06	4.97182197973967
AIM2	-2.30110318370822	10.2949119665211	5.3301308424272	6.90290526453931e-06	1.38058105290786e-05	2.90058787390714
MICB	-1.40244257179076	4.31552359433444	5.01200520230155	1.13311479355711e-05	2.06916614475647e-05	2.23333847448169
CCL5	-1.39985161496926	10.5397263386242	4.95959865686902	1.0020684066006e-05	1.91303968532843e-05	2.2032145090532
CXCL2	-2.17122548891838	1.70656321281226	5.12980198477299	1.6001232176665e-05	2.68820700567972e-05	2.17725504780561
EOMES	-2.18521104416114	8.36920502490704	4.63131599445147	7.53791509887099e-05	0.000121766320827916	0.713568580328381
IL8b	-7.24962571570461	3.11957752183963	4.30543752085515	0.000183207069460431	0.000284988774716225	0.3418253864862
IL26	-2.44847575149277	8.99550122917852	7.46361343071259	0.00155785198017619	0.00225619941956552	-0.330908367399683
IL22RA2	-1.71274263888499	10.9467681017531	4.09374307491253	0.000476140898509329	0.000714211347763993	-0.964542927857153
TRGC1	-1.51789064520741	13.0307264868429	3.29440012398021	0.00246691397577354	0.00345367956608296	-2.82492240771269
IL1b	-1.98948681717787	5.65412389466209	3.10776877961387	0.00385621907477769	0.00522455487550525	-3.29817259677262
PYCARD	-1.02463318752918	13.0644158035593	2.82582824676642	0.00694896934667401	0.00912052226750964	-4.09203254747067
